link;name;where;price;perm;rooms;sqm;who
https://www.otodom.pl/pl/oferta/lodz-przytulne-studio-w-otoczeniu-zieleni-ID4mlPO,Łódź przytulne studio w otoczeniu zieleni,"ul. Górska, Stoki, Widzew, Łódź, łódzkie",265 000 zł,9138 zł/m²,1 pokój,29 m²,Oferta prywatna
https://www.otodom.pl/pl/oferta/apartamenty-zolnierska-12-ba-1-ID47HH0,Apartamenty Żołnierska 12 BA 1,"ul. Żołnierska, Złotno, Polesie, Łódź, łódzkie",678 150 zł,9000 zł/m²,3 pokoje,75.35 m²,Oferta prywatna
https://www.otodom.pl/pl/oferta/nietuzinkowy-apartament-dla-twojej-rodziny-ID4mlOI,Nietuzinkowy Apartament dla Twojej Rodziny,"ul. Graniczna, Ruda Pabianicka, Górna, Łódź, łódzkie",1 150 000 zł,8394 zł/m²,4 pokoje,137 m²,"MPartners Nieruchomości Mariusz Michalski
Biuro nieruchomości"
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-gotowe-do-wprowadzenia-ID4lEWl,2. pokojowe mieszkanie gotowe do wprowadzenia,"Marysin-Doły, Stare Bałuty, Bałuty, Łódź, łódzkie",305 000 zł,8317 zł/m²,2 pokoje,36.67 m²,Oferta prywatna
https://www.otodom.pl/pl/oferta/2-pokoje-osiedle-mireckiego-na-zdrowiu-ID4mlNX,2 pokoje Osiedle Mireckiego na Zdrowiu,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",368 000 zł,9200 zł/m²,2 pokoje,40 m²,"ESTATE-RS
Biuro nieruchomości"
https://www.otodom.pl/pl/oferta/apartament-3-pokoje-do-wprowadzenia-bez-pcc-ID4mdDm,Apartament 3-pokoje do wprowadzenia !!! BEZ PCC,"Złotno, Polesie, Łódź, łódzkie",679 000 zł,10 227 zł/m²,3 pokoje,66.39 m²,"TomHouse - Nieruchomości
Biuro nieruchomości"
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-bezposrednio-ID4ejz2,1-pokojowe mieszkanie 33m2 Bezpośrednio,"ul. Brzeźna, Centrum, Śródmieście, Łódź, łódzkie",Zapytaj o cenę,,1 pokój,33.76 m²,"Okam Capital
Inwestycja deweloperska"
https://www.otodom.pl/pl/oferta/remontowana-kamienica-m2-przy-atlas-arenie-ID4mlLJ,"Remontowana Kamienica, M2 Przy Atlas Arenie","Karolew, Polesie, Łódź, łódzkie",94 100 zł,6512 zł/m²,1 pokój,14.45 m²,"Xhome nieruchomości
Biuro nieruchomości"
https://www.otodom.pl/pl/oferta/bezposrednio-blisko-manufaktury-ID4lRe4,"Bezpośrednio, blisko Manufaktury","Stare Polesie, Polesie, Łódź, łódzkie",423 000 zł,9574 zł/m²,2 pokoje,44.18 m²,Oferta prywatna
https://www.otodom.pl/pl/oferta/mieszkanie-i-lokale-na-sprzedaz-roi-ponad-13-ID4mfos,"Mieszkanie i lokale na sprzedaż, Roi ponad 13% !!","ul. Janusza Korczaka, Ruda Pabianicka, Górna, Łódź, łódzkie",2 200 000 zł,1467 zł/m²,10+ pokoi,1500 m²,Oferta prywatna
https://www.otodom.pl/pl/oferta/mieszkanie-blisko-centrum-lodzi-z-c-o-miejskim-ID4mg2w,Mieszkanie blisko centrum Łodzi z C.O. miejskim,"Stare Polesie, Polesie, Łódź, łódzkie",239 970 zł,4404 zł/m²,2 pokoje,54.49 m²,"Plena Invest
Biuro nieruchomości"
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-45m2-balkon-ID4lhQC,3-pokojowe mieszkanie 45m2 + balkon,"al. 1 Maja, Stare Polesie, Polesie, Łódź, łódzkie",Zapytaj o cenę,,3 pokoje,45.48 m²,"Murapol
Inwestycja deweloperska"
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bez-prowizji-ID4iTih,1-pokojowe mieszkanie 32m2 + balkon Bez Prowizji,"ul. Marcina Kasprzaka, Stare Polesie, Polesie, Łódź, łódzkie",336 803 zł,10 450 zł/m²,1 pokój,32.23 m²,"VFM Real Estate
Inwestycja deweloperska"
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-67m2-taras-bez-posrednikow-ID4j7de,3-pokojowe mieszkanie 67m2 + taras Bez Pośredników,"ul. Jana Kilińskiego, Fabryczna, Śródmieście, Łódź, łódzkie",Zapytaj o cenę,,3 pokoje,67.2 m²,"Revisit Home
Inwestycja deweloperska"
